MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,FOUR,Other,there's,Other,some,Other,room,Other,outside,Other,off,Other,QdK,Batsman,goes,Other,hard,Other,at,Other,it,Other,and,Other,flays,Other,it,Other,through,Other,the,Other,off,Other,side,Other,and,Other,in,Other,the,Other,air,Other,for,Other,a,Other,cracking,Other,four,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,mid,Fielding_Position,off,Fielding_Position,no,Other,run,Other,fullish,Other,outside,Other,off,Other,and,Other,it's,Other,pushed,Other,down,Other,to,Other,off,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,Amla,Batsman,no,Other,run,Other,well,Other,outside,Other,the,Other,off,Other,stump,Other,and,Other,Amla,NONSTRIKER,lets,Other,it,Other,go,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,Amla,Batsman,1,Other,run,Other,coming,Other,in,Other,slightly,Other,towards,Other,Amla,NONSTRIKER,from,Other,back,Other,of,Other,length,Other,Amla,NONSTRIKER,drives,Other,it,Other,late,Other,to,Other,third,Other,man,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,1,Other,run,Other,nearly,Other,missed,Other,three,Other,dismissals,Other,on,Other,one,Other,ball,Other,-,Other,QdK,Batsman,first,Other,chipped,Other,the,Other,back,Other,of,Other,length,Other,ball,Other,over,Other,Amla,Batsman,and,Other,the,Other,two,Other,batsmen,Other,had,Other,a,Other,little,Other,mix,Other,up,Other,by,Other,the,Other,time,Other,Rohit,Fielder,at,Other,mid,Fielding_Position,on,Fielding_Position,dived,Other,to,Other,stop,Other,it.,Other,He,Other,missed,Other,a,Other,direct,Other,hit,Other,at,Other,bowler's,Other,end,Other,and,Other,the,Other,ball,Other,missed,Other,at,Other,the,Other,keeper's,Other,end,Other,too,Other,where,Other,Amla,Batsman,dragged,Other,his,Other,bat,Other,in,Other
Kumar,Bowler,to,Other,Amla,Batsman,1,Other,run,Other,Amla's,Batsman,bat,Other,comes,Other,down,Other,late,Other,for,Other,the,Other,incoming,Other,delivery,Other,and,Other,the,Other,edge,Other,goes,Other,near,Other,the,Other,stumps,Other,and,Other,behind,Other,square,Fielding_Position,on,Fielding_Position,the,Other,leg,Other,side,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,length,Other,delivery,Other,outside,Other,off,Other,driven,Other,into,Other,the,Other,covers,Fielding_Position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,much,Other,straighter,Other,on,Other,the,Other,off,Other,stump,Other,and,Other,he,Other,defends,Other,it,Other,back,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,Amla,Batsman,no,Other,run,Other,touch,Other,short,Other,of,Other,length,Other,outside,Other,off,Other,pushed,Other,in,Other,the,Other,covers,Fielding_Position,by,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,Amla,Batsman,no,Other,run,Other,fuller,Other,on,Other,the,Other,off,Other,side,Other,driven,Other,down,Other,the,Other,ground,Other,to,Other,mid,Fielding_Position,on,Fielding_Position,and,Other,he,Other,didn't,Other,time,Other,it,Other,too,Other,well,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,Amla,Batsman,1,Other,run,Other,angling,Other,in,Other,and,Other,tucks,Other,it,Other,to,Other,midwicket,Other,for,Other,a,Other,quick,Other,single,Other,as,Other,Dhawan,Fielder,dives,Other,to,Other,save,Other,it,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,some,Other,room,Other,on,Other,the,Other,off,Other,side,Other,QdK,Batsman,drives,Other,and,Other,finds,Other,cover,Fielding_Position,point,Fielding_Position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,bangs,Other,in,Other,the,Other,bouncer,Other,towards,Other,QdK,Batsman,as,Other,he,Other,ducks,Other,under,Other,it,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,mid,Fielding_Position,on,Fielding_Position,1,Other,run,Other,angled,Other,towards,Other,middle,Other,stump,Other,now,Other,QdK,Batsman,pushes,Other,it,Other,just,Other,wide,Other,of,Other,on,Other,a,Other,quick,Other,single,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,FOUR,Other,he,Other,gets,Other,room,Other,on,Other,the,Other,off,Other,side,Other,and,Other,unleashes,Other,a,Other,beautiful,Other,square,Other,drive,Other,to,Other,pierce,Other,the,Other,gap,Other,between,Other,cover,Fielding_Position,point,Fielding_Position,and,Other,cover,Other,for,Other,a,Other,four,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,2,Other,runs,Other,it's,Other,a,Other,free,Other,hit,Other,so,Other,QdK,Batsman,pulls,Other,the,Other,short,Other,ball,Other,over,Other,square,Fielding_Position,leg,Fielding_Position,for,Other,two,Other,more,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,square,Fielding_Position,leg,Fielding_Position,no,Other,run,Other,towards,Other,the,Other,pads,Other,now,Other,and,Other,it's,Other,tucked,Other,to,Other,leg,Other,the,Other,legs,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,1,Other,run,Other,better,Other,line,Other,-,Other,on,Other,the,Other,off,Other,stump,Other,now,Other,and,Other,QdK,Batsman,clips,Other,it,Other,just,Other,wide,Other,of,Other,midwicket,Other,for,Other,one,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,Amla,Batsman,no,Other,run,Other,not,Other,much,Other,room,Other,outside,Other,off,Other,on,Other,length,Other,and,Other,doesn't,Other,move,Other,his,Other,feet,Other,and,Other,defends,Other,to,Other,point,Fielding_Position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,Amla,Batsman,3,Other,runs,Other,around,Other,the,Other,off,Other,stump,Other,on,Other,back,Other,of,Other,length,Other,and,Other,clips,Other,it,Other,to,Other,the,Other,leg,Other,side,Other,off,Other,the,Other,back,Other,foot,Other,a,Other,little,Other,tumble,Other,in,Other,the,Other,deep,Other,gives,Other,them,Other,three,Other,and,Other,15,Other,from,Other,the,Other,over,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,Amla,Batsman,OUT,Other,pulled,Other,to,Other,the,Other,leg,Other,side,Other,and,Other,straight,Other,to,Other,midwicket,Other,the,Other,crowd,Other,has,Other,come,Other,alive!,Other,It,Other,was,Other,short,Other,around,Other,off,Other,got,Other,into,Other,position,Other,nicely,Other,to,Other,pull,Other,and,Other,Dhawan,Fielder,had,Other,to,Other,jump,Other,just,Other,a,Other,bit,Other,to,Other,catch,Other,with,Other,both,Other,hands,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,back,Other,of,Other,length,Other,outside,Other,off,Other,drives,Other,it,Other,into,Other,the,Other,covers,Fielding_Position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,punched,Other,down,Other,towards,Other,mid-off,Other,past,Other,Mohit,Fielder,and,Other,they,Other,decide,Other,against,Other,the,Other,single,Other,with,Other,a,Other,fielder,Other,there,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,short,Other,of,Other,length,Other,outside,Other,off,Other,again,Other,punched,Other,to,Other,cover,Fielding_Position,point,Fielding_Position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,du,Batsman,Plessis,Batsman,1,Other,run,Other,taps,Other,the,Other,ball,Other,late,Other,towards,Other,backward,Fielding_Position,point,Fielding_Position,where,Other,Axar,Fielder,stops,Other,it,Other,with,Other,his,Other,left,Other,hand,Other,but,Other,there's,Other,enough,Other,time,Other,for,Other,a,Other,run,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,FOUR,Other,walks,Other,across,Other,the,Other,stumps,Other,a,Other,little,Other,and,Other,Mohit,Bowler,angles,Other,it,Other,in,Other,QdK,Batsman,clips,Other,it,Other,fine,Other,on,Other,the,Other,leg,Other,side,Other,and,Other,gets,Other,four,Other,more.,Other,It's,Other,his,Other,fifth,Other,four,Other,in,Other,six,Other,overs,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,punches,Other,the,Other,back,Other,of,Other,length,Other,ball,Other,from,Other,outside,Other,off,Other,back,Other,to,Other,the,Other,bowler,Other,who,Other,gets,Other,a,Other,hand,Other,to,Other,it,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,touch,Other,fuller,Other,and,Other,closer,Other,to,Other,the,Other,stumps,Other,Faf,Batsman,defends,Other,it,Other,on,Other,the,Other,off,Other,side,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,defends,Other,the,Other,straighter,Other,delivery,Other,back,Other,down,Other,the,Other,ground,Other,towards,Other,mid,Other,off,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,pretty,Other,full,Other,outside,Other,off,Other,and,Other,it's,Other,driven,Other,straight,Other,to,Other,cover,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,a,Other,bouncer,Other,again,Other,outside,Other,off,Other,and,Other,Faf,Batsman,lets,Other,this,Other,one,Other,go,Other,too,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,1,Other,run,Other,just,Other,around,Other,the,Other,off,Other,stump,Other,and,Other,it's,Other,punched,Other,to,Other,mid,Other,off,Other,for,Other,a,Other,quick,Other,single,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,du,Batsman,Plessis,Batsman,FOUR,Other,the,Other,top,Other,edge,Other,goes,Other,high,Other,and,Other,right,Other,over,Other,the,Other,keeper's,Other,head,Other,for,Other,four!,Other,Short,Other,ball,Other,coming,Other,in,Other,and,Other,Faf,Batsman,pulled,Other,the,Other,edge,Other,flew,Other,high,Other,and,Other,back,Other,in,Other,no,Other,man's,Other,land,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,du,Batsman,Plessis,Batsman,1,Other,run,Other,short,Other,ball,Other,on,Other,the,Other,off,Other,side,Other,Faf,Batsman,taps,Other,it,Other,wide,Other,of,Other,backward,Fielding_Position,point,Fielding_Position,for,Other,one,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,first,Other,goes,Other,towards,Other,off,Other,and,Other,then,Other,makes,Other,some,Other,room,Other,to,Other,cut,Other,it,Other,firmly,Other,to,Other,backward,Fielding_Position,point,Fielding_Position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,FOUR,Other,slower,Other,ball,Other,is,Other,an,Other,offcutter,Other,on,Other,back,Other,of,Other,length,Other,QdK,Batsman,whips,Other,it,Other,by,Other,pivoting,Other,on,Other,the,Other,back,Other,foot,Other,and,Other,gets,Other,four,Other,more,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,goes,Other,for,Other,a,Other,big,Other,swing,Other,on,Other,the,Other,leg,Other,side,Other,for,Other,the,Other,length,Other,delivery,Other,outside,Other,off,Other,swings,Other,and,Other,misses,Other,this,Other,time,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM,Bowler,Sharma,Bowler,to,Other,de,Batsman,Kock,Batsman,2,Other,runs,Other,bit,Other,too,Other,full,Other,this,Other,time,Other,around,Other,off,Other,and,Other,QdK,Batsman,punches,Other,it,Other,down,Other,the,Other,ground,Other,past,Other,mid,Other,off.,Other,Rohit,Fielder,chases,Other,and,Other,puts,Other,in,Other,a,Other,dive,Other,to,Other,cut,Other,it,Other,in,Other,and,Other,keep,Other,it,Other,to,Other,two,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,138kph,Other,back,Other,of,Other,length,Other,around,Other,off,Other,pushed,Other,down,Other,the,Other,ground,Other,to,Other,mid,Other,off,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,angles,Other,it,Other,in,Other,towards,Other,the,Other,off,Other,stump,Other,Faf,Batsman,defends,Other,on,Other,the,Other,off,Other,side,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,138.6kph,Other,bouncer,Other,towards,Other,the,Other,stumps,Other,and,Other,Faf,Batsman,lets,Other,it,Other,go,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,du,Batsman,Plessis,Batsman,mid,Fielding_Position,off,Fielding_Position,1,Other,run,Other,comes,Other,down,Other,the,Other,track,Other,and,Other,slaps,Other,the,Other,length,Other,delivery,Other,to,Other,off,Other,a,Other,quick,Other,single,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,a,Other,bouncer,Other,to,Other,QdK,Batsman,too,Other,from,Other,around,Other,the,Other,wicket,Other,and,Other,he,Other,leaves,Other,it,Other,alone,Other,too,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumar,Bowler,to,Other,de,Batsman,Kock,Batsman,SIX,Other,from,Other,wide,Other,of,Other,the,Other,crease,Other,and,Other,angling,Other,in,Other,QdK,Batsman,sees,Other,the,Other,short,Other,ball,Other,and,Other,pulls,Other,it,Other,away,Other,using,Other,the,Other,pace,Other,of,Other,the,Other,ball,Other,to,Other,the,Other,square,Fielding_Position,leg,Fielding_Position,boundary,Other,for,Other,six!,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,turns,Other,it,Other,into,Other,the,Other,batsman,Other,Faf,Batsman,looks,Other,to,Other,defend,Other,it,Other,to,Other,leg,Other,and,Other,the,Other,ball,Other,lobs,Other,off,Other,the,Other,waist,Other,before,Other,Dhoni,Fielder,catches,Other,it.,Other,The,Other,stadium,Other,appeals,Other,and,Other,umpire,Other,Ravi,Other,doesn't,Other,move,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,comes,Other,down,Other,a,Other,step,Other,and,Other,clips,Other,the,Other,ball,Other,to,Other,leg,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,du,Batsman,Plessis,Batsman,no,Other,run,Other,pushes,Other,the,Other,ball,Other,to,Other,off,Other,and,Other,gets,Other,a,Other,thick,Other,edge,Other,onto,Other,the,Other,front,Other,pad,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,du,Batsman,Plessis,Batsman,1,Other,run,Other,comes,Other,out,Other,of,Other,the,Other,crease,Other,again,Other,to,Other,take,Other,it,Other,on,Other,the,Other,full,Other,and,Other,drives,Other,wide,Other,of,Other,midwicket,Other,for,Other,one,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan,Bowler,Singh,Bowler,to,Other,de,Batsman,Kock,Batsman,no,Other,run,Other,bit,Other,of,Other,flight,Other,outside,Other,off,Other,and,Other,QdK,Batsman,defends,Other,it,Other,back,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
